policy_id,insurer_id,policy_type_id,coverage_type_id,policy_year,start_date,end_date,premium_amount,policy_status
957,2,2,7,2022,2024-02-17,2025-02-16,1079664,Active
958,6,6,6,2022,2025-02-01,2026-02-01,11227378,Renewed
959,1,10,1,2022,2022-08-19,2023-08-19,5702862,Expired
960,4,2,4,2024,2023-09-04,2024-09-03,2787732,Active
961,5,2,6,2025,2024-01-01,2024-12-31,890175,Active
962,4,3,1,2025,2025-10-18,2026-10-18,11524470,Renewed
963,6,12,5,2024,2023-06-10,2024-06-09,11624001,Expired
964,1,3,5,2025,2025-09-11,2026-09-11,6584667,Renewed
965,2,6,5,2022,2026-02-08,2027-02-08,2165341,Expired
966,1,4,3,2022,2022-08-01,2023-08-01,12817157,Renewed
967,3,3,7,2023,2022-12-23,2023-12-23,10606890,Renewed
968,3,11,2,2022,2024-10-13,2025-10-13,8398722,Renewed
969,2,11,2,2023,2023-07-11,2024-07-10,14755443,Renewed
970,6,11,3,2025,2025-03-29,2026-03-29,6767866,Expired
971,4,9,5,2024,2024-03-24,2025-03-24,7301634,Active
972,6,4,1,2023,2025-02-26,2026-02-26,15366312,Active
973,4,5,5,2022,2025-08-19,2026-08-19,7714544,Renewed
974,2,5,5,2025,2022-07-19,2023-07-19,9168323,Active
975,2,11,6,2023,2023-01-01,2024-01-01,8738464,Active
976,4,2,1,2024,2026-04-15,2027-04-15,1883280,Renewed
977,5,8,6,2024,2022-10-20,2023-10-20,6829891,Renewed
978,4,8,4,2022,2024-07-14,2025-07-14,9588502,Active
979,5,4,6,2025,2024-11-26,2025-11-26,13995356,Renewed
980,3,12,1,2023,2024-04-19,2025-04-19,9352964,Renewed
981,3,6,6,2022,2025-06-25,2026-06-25,6076663,Active
982,3,10,3,2023,2025-10-10,2026-10-10,2215165,Expired
983,2,4,3,2024,2025-06-08,2026-06-08,11213805,Renewed
984,3,2,2,2023,2023-12-26,2024-12-25,886431,Active
985,3,9,5,2025,2025-02-05,2026-02-05,8270399,Expired
986,1,12,6,2024,2023-07-11,2024-07-10,14458996,Expired
987,5,8,1,2023,2025-12-14,2026-12-14,11206214,Expired
988,1,1,2,2022,2022-12-24,2023-12-24,2327556,Expired
989,1,2,6,2023,2026-03-14,2027-03-14,1944874,Active
990,1,5,6,2022,2022-06-06,2023-06-06,15071152,Expired
991,3,12,2,2024,2025-07-05,2026-07-05,5912910,Renewed
992,5,2,2,2024,2024-05-23,2025-05-23,1264488,Expired
993,3,4,6,2025,2025-09-20,2026-09-20,10428836,Expired
994,4,7,5,2022,2024-05-15,2025-05-15,6681529,Active
995,2,8,3,2022,2025-06-08,2026-06-08,14616429,Renewed
996,3,5,2,2025,2024-03-17,2025-03-17,17559949,Renewed
997,3,3,5,2024,2023-04-30,2024-04-29,21142288,Renewed
998,1,12,5,2022,2025-11-01,2026-11-01,11832602,Active
999,5,12,5,2022,2025-11-09,2026-11-09,9992739,Active
1000,3,10,2,2024,2023-03-01,2024-02-29,12330575,Expired
1001,6,2,6,2024,2023-04-06,2024-04-05,781242,Renewed
1002,6,1,1,2022,2023-12-11,2024-12-10,3270921,Expired
1003,4,9,5,2022,2025-08-29,2026-08-29,5195524,Renewed
1004,4,7,6,2022,2025-12-05,2026-12-05,10285301,Active
1005,1,7,4,2025,2024-04-13,2025-04-13,5677059,Active
1006,3,6,4,2022,2025-11-20,2026-11-20,5694945,Renewed
1007,6,11,6,2023,2023-08-02,2024-08-01,10613772,Active
1008,3,4,1,2023,2023-04-30,2024-04-29,14326677,Active
1009,2,3,4,2022,2024-01-14,2025-01-13,19728612,Renewed
1010,6,5,6,2022,2023-11-16,2024-11-15,5421069,Active
1011,3,12,2,2025,2024-10-05,2025-10-05,4970873,Active
1012,6,10,2,2023,2024-03-22,2025-03-22,13142072,Expired
1013,6,3,2,2022,2024-11-13,2025-11-13,4782162,Active
1014,6,1,3,2022,2023-06-04,2024-06-03,1198998,Active
1015,4,1,5,2025,2025-10-25,2026-10-25,521716,Active
1016,5,10,7,2024,2024-07-14,2025-07-14,12988281,Active
1017,4,3,7,2024,2024-12-18,2025-12-18,19167450,Renewed
1018,1,6,2,2023,2023-05-12,2024-05-11,4154276,Expired
1019,5,3,6,2022,2023-03-21,2024-03-20,10967768,Expired
1020,3,3,4,2022,2022-05-05,2023-05-05,7441089,Expired
1021,4,6,2,2024,2023-10-07,2024-10-06,12264914,Active
1022,2,4,7,2025,2022-10-12,2023-10-12,12300803,Renewed
1023,3,2,2,2022,2022-11-23,2023-11-23,281874,Renewed
1024,4,4,7,2023,2023-12-29,2024-12-28,12050718,Renewed
1025,3,2,7,2024,2023-04-10,2024-04-09,2534994,Expired
1026,1,1,3,2024,2022-09-28,2023-09-28,1020984,Expired
1027,6,3,1,2024,2022-07-14,2023-07-14,15195824,Renewed
1028,1,10,3,2022,2023-04-19,2024-04-18,12961420,Active
1029,2,9,5,2022,2023-05-22,2024-05-21,13648447,Renewed
1030,3,3,6,2023,2024-08-03,2025-08-03,13402800,Expired
1031,6,4,5,2025,2024-08-05,2025-08-05,15744186,Active
1032,1,7,1,2022,2026-03-02,2027-03-02,8044056,Renewed
1033,6,5,2,2023,2024-07-15,2025-07-15,6477445,Expired
1034,3,10,4,2025,2024-09-12,2025-09-12,10554547,Renewed
1035,4,6,5,2022,2022-10-08,2023-10-08,11586310,Active
1036,4,11,5,2024,2023-09-21,2024-09-20,14884157,Active
1037,5,3,7,2022,2022-11-15,2023-11-15,3302475,Renewed
1038,3,4,1,2022,2024-03-08,2025-03-08,12627483,Renewed
1039,6,11,5,2025,2024-02-20,2025-02-19,5462676,Expired
1040,5,7,1,2023,2022-05-09,2023-05-09,14253658,Active
1041,2,7,7,2023,2025-06-03,2026-06-03,2198313,Renewed
1042,6,3,6,2025,2025-04-19,2026-04-19,6702750,Active
1043,3,11,2,2023,2022-12-25,2023-12-25,10062569,Active
1044,4,2,1,2024,2024-05-19,2025-05-19,2075304,Renewed
1045,2,11,6,2025,2024-02-17,2025-02-16,8018085,Renewed
1046,1,10,5,2024,2026-04-01,2027-04-01,5613961,Renewed
1047,3,3,7,2024,2023-01-17,2024-01-17,3013675,Active
1048,6,3,7,2024,2024-04-21,2025-04-21,8274701,Active
1049,1,8,4,2025,2024-04-19,2025-04-19,10611875,Expired
1050,5,11,3,2024,2023-09-24,2024-09-23,6665699,Active
1051,2,4,4,2024,2025-03-25,2026-03-25,9034940,Active
1052,4,1,4,2025,2023-11-07,2024-11-06,2348454,Expired
1053,4,12,2,2024,2023-11-02,2024-11-01,5329217,Active
1054,4,10,6,2022,2023-12-28,2024-12-27,10795354,Expired
1055,5,11,7,2022,2025-11-22,2026-11-22,11805400,Expired
1056,1,1,7,2024,2023-11-20,2024-11-19,410793,Active
1057,2,3,4,2024,2026-03-14,2027-03-14,27257969,Expired
1058,5,2,4,2023,2025-01-20,2026-01-20,1350514,Active
1059,5,2,1,2023,2022-04-29,2023-04-29,650440,Expired
1060,2,3,7,2025,2025-07-29,2026-07-29,22855060,Active
1061,2,2,3,2025,2026-04-16,2027-04-16,1845994,Renewed
1062,1,5,7,2023,2022-10-02,2023-10-02,11356215,Active
1063,6,2,5,2024,2024-02-17,2025-02-16,709686,Renewed
1064,6,6,4,2023,2023-07-05,2024-07-04,12729405,Expired
1065,4,6,2,2025,2025-10-29,2026-10-29,12003314,Renewed
1066,5,7,6,2022,2024-09-19,2025-09-19,8473836,Expired
1067,3,1,6,2022,2024-08-07,2025-08-07,709320,Expired
1068,2,3,2,2025,2025-06-04,2026-06-04,13643154,Active
1069,4,3,4,2025,2024-08-26,2025-08-26,23492106,Renewed
1070,3,9,1,2025,2024-06-02,2025-06-02,14039861,Active
1071,2,1,3,2025,2024-05-08,2025-05-08,995600,Renewed
1072,1,11,5,2024,2025-05-01,2026-05-01,9431501,Expired
1073,6,6,6,2025,2025-02-08,2026-02-08,11370474,Renewed
1074,3,9,5,2022,2022-05-20,2023-05-20,5920486,Active
1075,6,3,3,2023,2025-08-08,2026-08-08,4524210,Expired
1076,3,3,3,2024,2022-11-24,2023-11-24,1301132,Renewed
1077,6,9,7,2023,2022-11-07,2023-11-07,10084933,Active
1078,5,5,5,2023,2025-11-14,2026-11-14,12814289,Expired
1079,4,12,4,2025,2022-10-28,2023-10-28,2744548,Expired
1080,2,5,7,2025,2025-09-27,2026-09-27,15559873,Expired
1081,4,1,3,2025,2024-08-15,2025-08-15,396576,Expired
1082,1,3,1,2023,2025-06-04,2026-06-04,7677780,Active
1083,2,7,3,2024,2023-02-06,2024-02-06,11792186,Renewed
1084,2,6,7,2023,2022-08-16,2023-08-16,11567083,Expired
1085,2,2,7,2023,2023-11-29,2024-11-28,1363230,Active
1086,1,8,1,2022,2025-09-15,2026-09-15,13450688,Renewed
1087,5,12,6,2024,2023-07-22,2024-07-21,4733382,Expired
1088,3,8,6,2025,2022-04-26,2023-04-26,6482457,Renewed
1089,3,1,5,2022,2025-04-05,2026-04-05,1775250,Expired
1090,3,6,2,2022,2023-11-28,2024-11-27,10690115,Renewed
1091,2,12,3,2024,2023-03-29,2024-03-28,11199369,Renewed
1092,5,6,5,2024,2024-08-11,2025-08-11,7598293,Expired
1093,1,3,7,2022,2024-01-27,2025-01-26,18481118,Renewed
1094,3,1,6,2025,2023-01-10,2024-01-10,638680,Renewed
1095,2,9,2,2022,2023-08-21,2024-08-20,11308432,Active
1096,1,7,5,2024,2025-12-29,2026-12-29,11195474,Renewed
1097,6,8,7,2024,2023-09-11,2024-09-10,5265550,Renewed
1098,6,7,1,2025,2023-06-13,2024-06-12,8453366,Renewed
1099,1,8,3,2025,2022-10-16,2023-10-16,14571759,Active
1100,1,3,2,2023,2024-05-31,2025-05-31,9345240,Expired
1101,1,12,6,2022,2023-06-27,2024-06-26,12673945,Expired
1102,6,8,5,2023,2023-04-07,2024-04-06,7638247,Expired
1103,5,6,3,2023,2022-05-13,2023-05-13,2413250,Expired
1104,2,7,7,2023,2025-12-17,2026-12-17,11240910,Expired
1105,5,7,6,2022,2024-08-28,2025-08-28,7181130,Expired
1106,2,10,4,2023,2025-03-29,2026-03-29,7533481,Renewed
1107,4,10,6,2023,2022-09-12,2023-09-12,11657404,Renewed
1108,1,9,4,2022,2023-09-11,2024-09-10,5490671,Expired
1109,3,5,7,2024,2024-02-27,2025-02-26,16728967,Active
1110,6,6,5,2024,2024-04-13,2025-04-13,7623232,Active
1111,6,1,5,2025,2023-02-23,2024-02-23,2285922,Expired
1112,4,10,1,2025,2024-11-17,2025-11-17,11913292,Active
1113,6,11,2,2022,2022-05-08,2023-05-08,13539197,Active
1114,5,3,6,2025,2023-02-10,2024-02-10,20718936,Renewed
1115,3,2,7,2023,2022-07-21,2023-07-21,1854888,Expired
1116,1,3,3,2025,2025-12-09,2026-12-09,7904132,Renewed
1117,4,6,3,2023,2025-02-20,2026-02-20,8340233,Active
1118,2,3,2,2025,2024-05-15,2025-05-15,5219186,Renewed
1119,6,9,2,2025,2026-04-21,2027-04-21,11460895,Renewed
1120,5,8,7,2022,2023-12-03,2024-12-02,4145671,Renewed
1121,5,10,1,2025,2023-01-25,2024-01-25,9493118,Active
1122,6,1,3,2022,2022-09-14,2023-09-14,1778172,Active
1123,2,4,7,2022,2025-09-27,2026-09-27,14438532,Expired
1124,4,3,3,2022,2022-07-12,2023-07-12,16879536,Renewed
1125,3,7,6,2023,2023-05-27,2024-05-26,7882236,Renewed
1126,4,3,5,2023,2025-08-12,2026-08-12,3718050,Active
1127,5,1,7,2025,2023-03-14,2024-03-13,1844531,Renewed
1128,1,11,4,2022,2022-05-31,2023-05-31,2508772,Expired
1129,4,12,7,2022,2025-08-13,2026-08-13,10961116,Active
1130,4,6,4,2023,2023-05-22,2024-05-21,2877936,Renewed
1131,1,8,2,2022,2024-12-25,2025-12-25,7739964,Renewed
1132,1,1,1,2023,2024-02-12,2025-02-11,1662632,Expired
1133,5,9,6,2023,2024-07-02,2025-07-02,10971050,Renewed
1134,3,1,4,2022,2022-09-03,2023-09-03,2274158,Active
1135,3,3,6,2023,2025-06-29,2026-06-29,15386095,Renewed
1136,5,10,2,2024,2022-11-02,2023-11-02,3218762,Expired
1137,4,5,1,2022,2022-11-02,2023-11-02,15718663,Active
1138,4,6,4,2023,2026-04-18,2027-04-18,9283877,Expired
1139,1,8,6,2025,2024-02-14,2025-02-13,7303445,Active
1140,3,8,2,2023,2025-01-01,2026-01-01,11161667,Active
1141,3,6,3,2022,2024-03-15,2025-03-15,12457150,Expired
1142,4,10,4,2023,2024-03-10,2025-03-10,7940935,Expired
1143,1,4,1,2023,2022-09-03,2023-09-03,19388597,Expired
1144,1,3,7,2025,2023-11-03,2024-11-02,16679245,Active
1145,3,11,5,2024,2022-05-13,2023-05-13,4504617,Expired
1146,6,10,2,2023,2023-09-11,2024-09-10,10830152,Expired
1147,6,5,4,2023,2025-09-13,2026-09-13,7051934,Active
1148,4,4,6,2024,2025-05-23,2026-05-23,12830428,Active
1149,4,6,7,2022,2022-06-11,2023-06-11,12673319,Active
1150,3,9,2,2023,2023-07-05,2024-07-04,7444784,Expired
1151,1,6,1,2024,2023-01-24,2024-01-24,14486672,Expired
1152,5,9,7,2024,2022-10-18,2023-10-18,6999478,Active
1153,3,5,5,2025,2024-04-26,2025-04-26,14749685,Expired
1154,1,1,7,2024,2023-01-28,2024-01-28,634809,Expired
1155,3,1,4,2023,2023-02-11,2024-02-11,600250,Active
1156,3,1,6,2024,2024-01-24,2025-01-23,2273050,Active
1157,2,8,1,2025,2022-11-09,2023-11-09,6858528,Renewed
1158,4,5,1,2022,2023-03-13,2024-03-12,18087747,Expired
1159,5,11,2,2024,2023-08-01,2024-07-31,10187938,Active
1160,1,7,2,2022,2023-03-24,2024-03-23,9802726,Active
1161,6,2,7,2024,2026-04-06,2027-04-06,1753384,Expired
1162,6,7,3,2023,2025-11-13,2026-11-13,11870956,Active
1163,1,8,4,2022,2023-08-29,2024-08-28,6957501,Expired
1164,1,10,5,2023,2026-02-17,2027-02-17,9410962,Renewed
1165,6,9,4,2024,2024-09-09,2025-09-09,3610799,Active
1166,5,2,5,2024,2026-01-30,2027-01-30,1598464,Expired
1167,6,12,3,2024,2025-08-11,2026-08-11,4972976,Expired
1168,2,8,7,2025,2022-09-24,2023-09-24,6598816,Renewed
1169,2,6,2,2025,2026-02-11,2027-02-11,6923984,Active
1170,5,7,5,2024,2025-02-03,2026-02-03,10810871,Active
1171,5,8,3,2023,2024-10-01,2025-10-01,13583406,Active
1172,5,10,1,2025,2025-06-22,2026-06-22,11385210,Renewed
1173,3,3,6,2025,2025-02-05,2026-02-05,13415364,Active
1174,2,9,5,2025,2024-11-07,2025-11-07,2841291,Expired
1175,5,9,3,2023,2022-11-13,2023-11-13,12315706,Expired
1176,5,1,1,2024,2024-03-22,2025-03-22,1430695,Renewed
1177,2,3,2,2022,2025-06-24,2026-06-24,3311980,Expired
1178,1,1,2,2025,2024-04-18,2025-04-18,2176146,Expired
1179,1,2,1,2023,2023-01-29,2024-01-29,1965459,Renewed
1180,4,2,3,2024,2025-01-24,2026-01-24,1814424,Expired
1181,4,12,5,2025,2022-04-30,2023-04-30,4054156,Active
1182,4,6,5,2025,2024-04-14,2025-04-14,6701952,Renewed
1183,2,5,2,2024,2024-05-13,2025-05-13,13648093,Expired
1184,5,11,4,2023,2023-07-09,2024-07-08,12737604,Active
1185,5,10,4,2022,2022-08-01,2023-08-01,8236152,Expired
1186,2,7,2,2025,2024-02-08,2025-02-07,6770892,Active
1187,2,4,6,2022,2024-11-24,2025-11-24,9569956,Renewed
1188,6,12,1,2023,2023-10-08,2024-10-07,6678138,Expired
1189,3,11,4,2023,2023-07-08,2024-07-07,3093876,Active
1190,6,8,7,2022,2025-05-16,2026-05-16,4738924,Expired
1191,5,8,3,2024,2026-01-02,2027-01-02,13967483,Active
1192,4,1,2,2024,2025-08-25,2026-08-25,855376,Active
1193,2,11,6,2023,2022-08-17,2023-08-17,14651541,Renewed
1194,6,10,4,2024,2025-12-15,2026-12-15,5284721,Renewed
1195,1,2,6,2025,2024-02-17,2025-02-16,1370271,Active
1196,2,7,2,2024,2022-06-13,2023-06-13,11045050,Active
1197,1,12,2,2022,2025-10-02,2026-10-02,8442249,Expired
1198,1,1,1,2022,2024-09-28,2025-09-28,916776,Renewed
1199,2,9,5,2024,2023-08-11,2024-08-10,7247213,Expired
1200,3,6,3,2022,2022-06-20,2023-06-20,7675376,Renewed
1201,2,11,7,2024,2022-06-01,2023-06-01,8358300,Expired
1202,3,5,4,2023,2023-09-22,2024-09-21,7050277,Expired
1203,5,6,3,2023,2024-07-12,2025-07-12,5072405,Expired
1204,1,8,5,2025,2025-12-20,2026-12-20,9571859,Expired
1205,4,9,4,2025,2023-12-07,2024-12-06,2706717,Active
1206,4,3,2,2023,2022-08-04,2023-08-04,25143650,Expired
1207,4,12,6,2025,2022-08-15,2023-08-15,11952631,Expired
1208,6,7,5,2025,2023-09-17,2024-09-16,13761329,Active
1209,1,1,5,2024,2023-09-18,2024-09-17,3322865,Expired
1210,6,2,3,2023,2024-06-03,2025-06-03,2284902,Active
1211,3,12,3,2022,2023-07-16,2024-07-15,10849404,Active
1212,3,1,2,2024,2025-04-22,2026-04-22,613434,Active
1213,2,6,4,2025,2025-10-09,2026-10-09,14212658,Active
1214,5,3,2,2024,2024-01-06,2025-01-05,7253225,Active
1215,3,4,6,2024,2022-11-28,2023-11-28,10108426,Expired
1216,6,5,7,2025,2024-06-17,2025-06-17,9125678,Expired
1217,1,6,6,2022,2023-10-14,2024-10-13,3787764,Active
1218,2,7,5,2023,2025-10-10,2026-10-10,12356508,Expired
1219,1,8,4,2024,2024-11-08,2025-11-08,7829107,Active
1220,3,5,2,2023,2023-11-29,2024-11-28,14293953,Expired
1221,6,5,6,2024,2025-06-15,2026-06-15,5789549,Renewed
1222,4,8,4,2024,2022-12-01,2023-12-01,11904866,Expired
1223,6,10,2,2022,2023-05-04,2024-05-03,2460457,Active
1224,4,2,7,2024,2022-07-30,2023-07-30,651360,Renewed
1225,1,6,6,2023,2024-09-06,2025-09-06,5711579,Active
1226,6,7,7,2022,2025-04-10,2026-04-10,3092766,Expired
1227,5,11,6,2023,2023-08-16,2024-08-15,3599613,Renewed
1228,1,7,7,2023,2023-11-01,2024-10-31,6926016,Active
1229,5,4,2,2023,2023-05-19,2024-05-18,18906652,Active
1230,5,8,1,2023,2025-09-23,2026-09-23,4501388,Active
1231,2,2,3,2022,2024-08-14,2025-08-14,2235410,Renewed
1232,5,6,3,2024,2022-10-14,2023-10-14,8621429,Active
1233,2,5,1,2025,2025-02-09,2026-02-09,13342324,Renewed
1234,5,2,3,2025,2025-10-10,2026-10-10,3387340,Renewed
1235,4,8,6,2025,2023-07-08,2024-07-07,14783201,Expired
1236,1,4,4,2024,2024-03-04,2025-03-04,6856040,Expired
1237,5,9,7,2023,2023-02-14,2024-02-14,7368430,Renewed
1238,1,5,4,2025,2025-08-01,2026-08-01,19606474,Active
1239,3,1,5,2025,2024-04-10,2025-04-10,2107025,Renewed
1240,2,7,2,2025,2022-12-03,2023-12-03,7658940,Active
1241,3,8,5,2023,2024-05-26,2025-05-26,14052010,Expired
1242,3,6,3,2022,2022-11-26,2023-11-26,7827709,Expired
1243,4,12,7,2024,2024-02-08,2025-02-07,6001466,Renewed
1244,3,4,5,2024,2024-07-24,2025-07-24,17908842,Expired
1245,6,3,1,2023,2024-01-12,2025-01-11,7785592,Renewed
1246,1,9,2,2023,2023-12-27,2024-12-26,14128970,Active
1247,5,6,4,2024,2022-06-27,2023-06-27,7037813,Renewed
1248,2,7,5,2024,2023-10-09,2024-10-08,11209170,Active
1249,5,12,2,2022,2024-02-03,2025-02-02,7530315,Renewed
1250,2,6,3,2022,2024-02-28,2025-02-27,7433333,Active
1251,1,7,3,2023,2024-03-19,2025-03-19,11457671,Expired
1252,6,9,2,2023,2026-02-15,2027-02-15,12942312,Active
1253,1,8,7,2023,2022-11-21,2023-11-21,7122632,Renewed
1254,5,9,3,2025,2025-07-24,2026-07-24,13901165,Renewed
1255,2,1,7,2024,2023-02-07,2024-02-07,2705706,Active
1256,3,1,4,2022,2023-01-18,2024-01-18,1655640,Active
1257,1,11,7,2022,2023-11-10,2024-11-09,10102257,Active
1258,5,7,1,2024,2024-05-13,2025-05-13,11216772,Renewed
1259,1,5,1,2023,2024-12-05,2025-12-05,11870522,Expired
1260,5,10,4,2022,2026-01-16,2027-01-16,9980266,Active
1261,4,8,3,2023,2022-09-04,2023-09-04,6687427,Expired
1262,5,5,7,2025,2024-07-31,2025-07-31,9880846,Renewed
1263,3,7,2,2025,2022-10-11,2023-10-11,6705379,Active
1264,6,4,1,2025,2024-07-22,2025-07-22,16076130,Active
1265,3,7,5,2023,2023-07-19,2024-07-18,3616786,Active
1266,2,8,3,2025,2024-11-07,2025-11-07,11817395,Renewed
1267,1,12,1,2023,2022-06-28,2023-06-28,6705415,Active
1268,4,5,6,2024,2025-07-25,2026-07-25,17998521,Expired
1269,1,3,1,2025,2024-11-26,2025-11-26,2298280,Renewed
1270,4,4,4,2022,2023-09-21,2024-09-20,17152642,Expired
1271,1,11,2,2025,2025-05-27,2026-05-27,7961393,Active
1272,5,3,4,2025,2025-07-03,2026-07-03,23980800,Renewed
1273,3,8,5,2023,2022-05-18,2023-05-18,3848215,Renewed
1274,3,8,2,2025,2025-01-31,2026-01-31,3657490,Renewed
1275,6,2,1,2024,2023-12-12,2024-12-11,1968080,Active
1276,1,6,6,2025,2022-06-12,2023-06-12,12645816,Renewed
1277,2,12,3,2025,2025-05-11,2026-05-11,5981675,Renewed
1278,4,1,2,2023,2023-06-14,2024-06-13,2668890,Active
1279,1,10,4,2024,2023-04-15,2024-04-14,6788952,Expired
1280,6,11,2,2024,2024-04-07,2025-04-07,8815447,Active
1281,3,11,3,2025,2022-10-02,2023-10-02,4671200,Renewed
1282,2,2,2,2023,2022-09-18,2023-09-18,679325,Active
1283,3,1,3,2023,2024-09-07,2025-09-07,798840,Expired
1284,2,6,6,2024,2025-10-21,2026-10-21,11583288,Active
1285,3,6,6,2022,2024-10-22,2025-10-22,2513560,Expired
1286,4,2,7,2023,2022-08-08,2023-08-08,2421592,Renewed
1287,2,1,7,2023,2025-09-01,2026-09-01,453657,Expired
1288,3,6,6,2022,2024-05-20,2025-05-20,8273622,Renewed
1289,4,7,5,2022,2025-11-01,2026-11-01,9347546,Renewed
1290,2,2,3,2025,2023-06-23,2024-06-22,1754280,Active
1291,5,4,6,2023,2024-02-28,2025-02-27,11936255,Renewed
1292,5,3,7,2024,2024-06-12,2025-06-12,17133279,Expired
1293,6,1,3,2025,2025-09-29,2026-09-29,468316,Active
1294,3,3,7,2022,2023-03-06,2024-03-05,8435934,Active
1295,3,5,4,2024,2024-03-01,2025-03-01,16358374,Expired
1296,1,2,7,2022,2025-03-07,2026-03-07,2031840,Active
1297,3,10,3,2023,2026-03-03,2027-03-03,7021551,Active
1298,1,8,5,2022,2025-11-23,2026-11-23,14817090,Renewed
1299,2,10,7,2022,2022-11-05,2023-11-05,13121327,Expired
1300,1,12,7,2022,2024-05-10,2025-05-10,8878102,Expired
1301,6,4,1,2023,2026-01-14,2027-01-14,10199942,Renewed
1302,4,7,3,2025,2023-10-25,2024-10-24,6507386,Expired
1303,4,6,1,2025,2023-08-07,2024-08-06,2390699,Active
1304,5,4,4,2024,2026-03-07,2027-03-07,8683015,Renewed
1305,6,9,3,2024,2023-10-27,2024-10-26,12116510,Expired
1306,5,7,1,2022,2025-04-12,2026-04-12,14049787,Expired
1307,5,8,3,2025,2023-07-16,2024-07-15,4445604,Renewed
1308,4,3,7,2022,2022-08-01,2023-08-01,17229789,Active
1309,5,11,1,2023,2023-10-03,2024-10-02,6578544,Renewed
1310,3,2,3,2025,2023-12-27,2024-12-26,1002416,Expired
1311,6,9,1,2025,2025-07-06,2026-07-06,11887984,Expired
1312,4,8,2,2023,2025-05-26,2026-05-26,13980392,Expired
1313,6,9,2,2025,2023-09-20,2024-09-19,3069268,Renewed
1314,2,4,1,2022,2025-10-30,2026-10-30,17822313,Expired
1315,5,6,3,2024,2024-03-19,2025-03-19,5935216,Renewed
1316,3,4,2,2024,2025-02-12,2026-02-12,8461097,Active
1317,1,3,4,2022,2022-08-14,2023-08-14,8014866,Expired
1318,6,7,2,2025,2023-06-30,2024-06-29,5800906,Renewed
1319,3,3,1,2022,2022-11-09,2023-11-09,20727154,Active
1320,6,7,4,2023,2022-09-13,2023-09-13,2082937,Active
1321,1,1,7,2023,2023-09-02,2024-09-01,1167296,Renewed
1322,6,1,4,2024,2023-03-10,2024-03-09,1551272,Active
1323,6,5,5,2023,2025-12-19,2026-12-19,6230314,Expired
1324,5,6,5,2023,2023-08-04,2024-08-03,14989643,Expired
1325,5,6,2,2022,2023-07-15,2024-07-14,4008625,Expired
1326,5,7,4,2023,2023-05-09,2024-05-08,3007120,Expired
1327,2,7,1,2022,2025-09-01,2026-09-01,2365427,Expired
1328,5,3,4,2022,2023-11-15,2024-11-14,13241836,Active
1329,5,6,3,2025,2022-08-04,2023-08-04,12952946,Active
1330,5,2,1,2023,2024-03-04,2025-03-04,1040607,Expired
1331,5,2,5,2024,2024-08-10,2025-08-10,1745203,Expired
1332,3,3,4,2023,2023-05-19,2024-05-18,6622706,Expired
1333,4,10,4,2025,2026-04-19,2027-04-19,13118461,Expired
1334,6,12,7,2025,2023-09-30,2024-09-29,13332261,Expired
1335,6,11,5,2023,2024-08-28,2025-08-28,11459367,Active
1336,4,9,5,2025,2026-04-15,2027-04-15,13546092,Renewed
1337,6,3,4,2022,2022-08-09,2023-08-09,24788935,Expired
1338,6,6,4,2025,2024-02-19,2025-02-18,5649039,Renewed
1339,5,8,5,2025,2023-04-04,2024-04-03,2319302,Renewed
1340,4,3,3,2022,2024-02-15,2025-02-14,22834350,Renewed
1341,4,7,1,2024,2023-12-07,2024-12-06,9589386,Expired
1342,4,8,1,2022,2025-08-13,2026-08-13,9872018,Expired
1343,3,3,4,2025,2024-03-04,2025-03-04,15606176,Active
1344,2,4,4,2025,2022-05-31,2023-05-31,12104543,Expired
1345,1,11,6,2025,2023-08-26,2024-08-25,11191066,Renewed
1346,5,5,3,2023,2025-09-25,2026-09-25,13071118,Expired
1347,2,11,6,2023,2025-04-28,2026-04-28,14470674,Renewed
1348,5,11,2,2024,2024-08-18,2025-08-18,3259840,Active
1349,2,4,4,2025,2022-10-08,2023-10-08,11425309,Active
1350,5,5,4,2023,2026-02-17,2027-02-17,15483529,Renewed
1351,1,6,3,2024,2024-07-06,2025-07-06,2983837,Active
1352,4,9,5,2025,2023-05-21,2024-05-20,4958450,Active
1353,5,9,5,2022,2023-09-02,2024-09-01,6200233,Active
1354,2,9,3,2022,2025-06-16,2026-06-16,13908178,Renewed
1355,4,7,2,2022,2025-02-22,2026-02-22,5477086,Active
1356,4,8,7,2024,2024-04-15,2025-04-15,3824258,Active
1357,4,6,2,2023,2023-09-11,2024-09-10,8257905,Active
1358,4,8,2,2024,2023-06-17,2024-06-16,11795116,Active
1359,2,8,2,2022,2025-08-02,2026-08-02,2316148,Expired
1360,4,5,6,2025,2022-08-31,2023-08-31,8000698,Renewed
1361,2,10,7,2023,2023-11-20,2024-11-19,11489283,Renewed
1362,2,1,4,2022,2025-10-16,2026-10-16,1544298,Renewed
1363,2,7,1,2023,2026-01-03,2027-01-03,12957355,Active
1364,2,12,2,2024,2026-01-20,2027-01-20,3241436,Renewed
1365,4,5,3,2024,2023-04-16,2024-04-15,11318678,Active
1366,4,4,3,2023,2023-11-12,2024-11-11,6990601,Renewed
1367,4,11,1,2023,2026-02-18,2027-02-18,7300832,Expired
1368,6,4,1,2025,2022-05-17,2023-05-17,10862363,Renewed
